"Timestamp";"CPU cores";"CPU capacity provisioned [MHZ]";"CPU usage [MHZ]";"CPU usage [%]";"Memory capacity provisioned [KB]";"Memory usage [KB]";"Memory usage [%]";"Disk read throughput [KB/s]";"Disk write throughput [KB/s]";"Disk size [GB]";"Network received throughput [KB/s]";"Network transmitted throughput [KB/s]"
"09.11.2015 22:15:00";"2";"0";"71";"1,56";"8388608";"905131";"10,79";"0";"8";"64";"5";"5"
"09.11.2015 22:20:00";"2";"0";"70";"1,54";"8388608";"938685";"11,19";"0";"7";"64";"5";"5"
"09.11.2015 22:25:00";"2";"0";"71";"1,55";"8388608";"955462";"11,39";"0";"7";"64";"6";"6"
"09.11.2015 22:30:00";"2";"0";"81";"1,78";"8388608";"1408447";"16,79";"0";"7";"64";"5";"5"
"09.11.2015 22:35:00";"2";"0";"71";"1,56";"8388608";"1190343";"14,19";"0";"8";"64";"5";"5"
"09.11.2015 22:40:00";"2";"0";"69";"1,51";"8388608";"921908";"10,99";"0";"8";"64";"5";"5"
"09.11.2015 22:45:00";"2";"0";"71";"1,55";"8388608";"972240";"11,59";"0";"8";"64";"5";"5"
"09.11.2015 22:50:00";"2";"0";"72";"1,58";"8388608";"1089680";"12,99";"0";"8";"64";"6";"5"
"09.11.2015 22:55:00";"2";"0";"71";"1,56";"8388608";"1117363";"13,32";"0";"8";"64";"5";"5"
"09.11.2015 23:00:00";"2";"0";"70";"1,53";"8388608";"882482";"10,52";"0";"8";"64";"5";"5"
"09.11.2015 23:05:00";"2";"0";"72";"1,57";"8388608";"989017";"11,79";"0";"8";"64";"6";"5"
"09.11.2015 23:10:00";"2";"0";"72";"1,58";"8388608";"972240";"11,59";"0";"8";"64";"6";"6"
"09.11.2015 23:15:00";"2";"0";"70";"1,53";"8388608";"1123235";"13,39";"0";"7";"64";"5";"5"
"09.11.2015 23:20:00";"2";"0";"71";"1,56";"8388608";"938685";"11,19";"0";"9";"64";"5";"5"
"09.11.2015 23:25:00";"2";"0";"71";"1,56";"8388608";"905131";"10,79";"0";"8";"64";"5";"5"
"09.11.2015 23:30:00";"2";"0";"79";"1,73";"8388608";"1173566";"13,99";"0";"7";"64";"5";"5"
"09.11.2015 23:35:00";"2";"0";"72";"1,58";"8388608";"1005794";"11,99";"0";"7";"64";"5";"5"
"09.11.2015 23:40:00";"2";"0";"71";"1,56";"8388608";"1056126";"12,59";"0";"7";"64";"5";"5"
"09.11.2015 23:45:00";"2";"0";"69";"1,52";"8388608";"804468";"9,59";"0";"7";"64";"5";"5"
"09.11.2015 23:50:00";"2";"0";"71";"1,55";"8388608";"972240";"11,59";"0";"7";"64";"5";"5"
"09.11.2015 23:55:00";"2";"0";"71";"1,56";"8388608";"955462";"11,39";"0";"10";"64";"6";"6"
"10.11.2015 00:00:00";"2";"0";"69";"1,52";"8388608";"821245";"9,79";"0";"8";"64";"5";"5"
"10.11.2015 00:05:00";"2";"0";"72";"1,58";"8388608";"1039349";"12,39";"0";"9";"64";"5";"5"
"10.11.2015 00:10:00";"2";"0";"72";"1,57";"8388608";"938685";"11,19";"0";"9";"64";"5";"5"
"10.11.2015 00:15:00";"2";"0";"69";"1,51";"8388608";"938685";"11,19";"0";"8";"64";"5";"5"
"10.11.2015 00:20:00";"2";"0";"71";"1,56";"8388608";"1056126";"12,59";"0";"7";"64";"5";"5"
"10.11.2015 00:25:00";"2";"0";"70";"1,54";"8388608";"972240";"11,59";"0";"7";"64";"5";"5"
"10.11.2015 00:30:00";"2";"0";"78";"1,72";"8388608";"1123235";"13,39";"0";"7";"64";"5";"5"
"10.11.2015 00:35:00";"2";"0";"72";"1,58";"8388608";"1156789";"13,79";"0";"10";"64";"5";"5"
"10.11.2015 00:40:00";"2";"0";"72";"1,58";"8388608";"1240675";"14,79";"0";"8";"64";"6";"6"
"10.11.2015 00:45:00";"2";"0";"70";"1,53";"8388608";"955462";"11,39";"0";"8";"64";"5";"5"
"10.11.2015 00:50:00";"2";"0";"72";"1,57";"8388608";"1005794";"11,99";"0";"8";"64";"5";"5"
"10.11.2015 00:55:00";"2";"0";"132";"2,88";"8388608";"2196976";"26,19";"0";"117";"64";"22";"728"
"10.11.2015 01:00:00";"2";"0";"70";"1,53";"8388608";"1626551";"19,39";"0";"8";"64";"5";"5"
"10.11.2015 01:05:00";"2";"0";"72";"1,58";"8388608";"888354";"10,59";"0";"9";"64";"5";"5"
"10.11.2015 01:10:00";"2";"0";"71";"1,55";"8388608";"989017";"11,79";"0";"8";"64";"5";"5"
"10.11.2015 01:15:00";"2";"0";"69";"1,51";"8388608";"921908";"10,99";"0";"7";"64";"5";"5"
"10.11.2015 01:20:00";"2";"0";"73";"1,6";"8388608";"1005794";"11,99";"0";"7";"64";"5";"5"
"10.11.2015 01:25:00";"2";"0";"72";"1,57";"8388608";"921908";"10,99";"0";"7";"64";"6";"6"
"10.11.2015 01:30:00";"2";"0";"79";"1,72";"8388608";"1072903";"12,79";"0";"7";"64";"5";"5"
"10.11.2015 01:35:00";"2";"0";"71";"1,55";"8388608";"1089680";"12,99";"0";"8";"64";"5";"5"
"10.11.2015 01:40:00";"2";"0";"71";"1,55";"8388608";"921908";"10,99";"0";"8";"64";"5";"5"
"10.11.2015 01:45:00";"2";"0";"68";"1,5";"8388608";"905131";"10,79";"0";"8";"64";"5";"5"
"10.11.2015 01:50:00";"2";"0";"70";"1,54";"8388608";"854799";"10,19";"0";"8";"64";"5";"5"
"10.11.2015 01:55:00";"2";"0";"70";"1,52";"8388608";"1022571";"12,19";"0";"8";"64";"5";"5"
"10.11.2015 02:00:00";"2";"0";"68";"1,49";"8388608";"1106457";"13,19";"0";"8";"64";"5";"5"
"10.11.2015 02:05:00";"2";"0";"71";"1,56";"8388608";"1207121";"14,39";"0";"8";"64";"5";"5"
"10.11.2015 02:10:00";"2";"0";"71";"1,56";"8388608";"888354";"10,59";"0";"8";"64";"6";"6"
"10.11.2015 02:15:00";"2";"0";"69";"1,51";"8388608";"871576";"10,39";"0";"8";"64";"5";"5"
"10.11.2015 02:20:00";"2";"0";"70";"1,55";"8388608";"737359";"8,79";"0";"7";"64";"5";"5"
"10.11.2015 02:25:00";"2";"0";"70";"1,54";"8388608";"1005794";"11,99";"0";"8";"64";"5";"5"
"10.11.2015 02:30:00";"2";"0";"79";"1,73";"8388608";"1089680";"12,99";"0";"6";"64";"5";"5"
"10.11.2015 02:35:00";"2";"0";"71";"1,56";"8388608";"989017";"11,79";"0";"7";"64";"5";"5"
"10.11.2015 02:40:00";"2";"0";"71";"1,55";"8388608";"1190343";"14,19";"0";"8";"64";"5";"5"
"10.11.2015 02:45:00";"2";"0";"68";"1,49";"8388608";"1173566";"13,99";"0";"8";"64";"5";"5"
"10.11.2015 02:50:00";"2";"0";"70";"1,54";"8388608";"1056126";"12,59";"0";"8";"64";"5";"5"
"10.11.2015 02:55:00";"2";"0";"71";"1,55";"8388608";"1005794";"11,99";"0";"8";"64";"6";"6"
"10.11.2015 03:00:00";"2";"0";"69";"1,52";"8388608";"938685";"11,19";"0";"8";"64";"5";"5"
"10.11.2015 03:05:00";"2";"0";"70";"1,54";"8388608";"1039349";"12,39";"0";"8";"64";"5";"5"
"10.11.2015 03:10:00";"2";"0";"69";"1,52";"8388608";"1022571";"12,19";"0";"8";"64";"5";"5"
"10.11.2015 03:15:00";"2";"0";"71";"1,57";"8388608";"1140012";"13,59";"0";"37";"64";"5";"5"
"10.11.2015 03:20:00";"2";"0";"70";"1,53";"8388608";"1123235";"13,39";"0";"7";"64";"5";"5"
"10.11.2015 03:25:00";"2";"0";"68";"1,49";"8388608";"1027604";"12,25";"0";"7";"64";"5";"5"
"10.11.2015 03:30:00";"2";"0";"80";"1,75";"8388608";"1240675";"14,79";"0";"8";"64";"5";"5"
"10.11.2015 03:35:00";"2";"0";"72";"1,58";"8388608";"1022571";"12,19";"0";"8";"64";"5";"5"
"10.11.2015 03:40:00";"2";"0";"70";"1,54";"8388608";"1094713";"13,05";"0";"8";"64";"6";"6"
"10.11.2015 03:45:00";"2";"0";"72";"1,57";"8388608";"905131";"10,79";"0";"8";"64";"6";"5"
"10.11.2015 03:50:00";"2";"0";"71";"1,55";"8388608";"1016699";"12,12";"0";"8";"64";"5";"5"
"10.11.2015 03:55:00";"2";"0";"69";"1,52";"8388608";"999922";"11,92";"0";"8";"64";"5";"5"
"10.11.2015 04:00:00";"2";"0";"71";"1,57";"8388608";"1195377";"14,25";"0";"8";"64";"5";"5"
"10.11.2015 04:05:00";"2";"0";"71";"1,56";"8388608";"972240";"11,59";"0";"8";"64";"5";"5"
"10.11.2015 04:10:00";"2";"0";"70";"1,53";"8388608";"765041";"9,12";"0";"8";"64";"5";"5"
"10.11.2015 04:15:00";"2";"0";"70";"1,54";"8388608";"994050";"11,85";"0";"9";"64";"5";"5"
"10.11.2015 04:20:00";"2";"0";"71";"1,55";"8388608";"977273";"11,65";"0";"7";"64";"5";"5"
"10.11.2015 04:25:00";"2";"0";"70";"1,53";"8388608";"910164";"10,85";"0";"7";"64";"6";"6"
"10.11.2015 04:30:00";"2";"0";"80";"1,76";"8388608";"1111491";"13,25";"0";"7";"64";"5";"5"
"10.11.2015 04:35:00";"2";"0";"71";"1,56";"8388608";"1145045";"13,65";"0";"8";"64";"5";"5"
"10.11.2015 04:40:00";"2";"0";"69";"1,51";"8388608";"943718";"11,25";"0";"8";"64";"5";"5"
"10.11.2015 04:45:00";"2";"0";"71";"1,56";"8388608";"1016699";"12,12";"0";"8";"64";"5";"5"
"10.11.2015 04:50:00";"2";"0";"71";"1,56";"8388608";"899259";"10,72";"0";"8";"64";"5";"5"
"10.11.2015 04:55:00";"2";"0";"69";"1,51";"8388608";"943718";"11,25";"0";"8";"64";"5";"5"
"10.11.2015 05:00:00";"2";"0";"70";"1,55";"8388608";"938685";"11,19";"0";"8";"64";"5";"5"
"10.11.2015 05:05:00";"2";"0";"71";"1,56";"8388608";"798596";"9,52";"0";"9";"64";"5";"5"
"10.11.2015 05:10:00";"2";"0";"70";"1,53";"8388608";"938685";"11,19";"0";"6";"64";"6";"6"
"10.11.2015 05:15:00";"2";"0";"71";"1,55";"8388608";"809501";"9,65";"0";"7";"64";"5";"5"
"10.11.2015 05:20:00";"2";"0";"71";"1,56";"8388608";"921908";"10,99";"0";"8";"64";"5";"5"
"10.11.2015 05:25:00";"2";"0";"67";"1,47";"8388608";"983145";"11,72";"0";"8";"64";"5";"5"
"10.11.2015 05:30:00";"2";"0";"80";"1,76";"8388608";"1396703";"16,65";"0";"7";"64";"5";"5"
"10.11.2015 05:35:00";"2";"0";"71";"1,55";"8388608";"1145045";"13,65";"0";"7";"64";"5";"5"
"10.11.2015 05:40:00";"2";"0";"68";"1,49";"8388608";"1140012";"13,59";"0";"7";"64";"5";"5"
"10.11.2015 05:45:00";"2";"0";"71";"1,56";"8388608";"1005794";"11,99";"0";"7";"64";"5";"5"
"10.11.2015 05:50:00";"2";"0";"70";"1,53";"8388608";"832150";"9,92";"0";"7";"64";"5";"5"
"10.11.2015 05:55:00";"2";"0";"68";"1,5";"8388608";"765041";"9,12";"0";"6";"64";"6";"6"
"10.11.2015 06:00:00";"2";"0";"70";"1,53";"8388608";"865704";"10,32";"0";"7";"64";"5";"5"
"10.11.2015 06:05:00";"2";"0";"71";"1,56";"8388608";"1089680";"12,99";"0";"7";"64";"5";"5"
"10.11.2015 06:10:00";"2";"0";"68";"1,49";"8388608";"1083808";"12,92";"0";"7";"64";"5";"5"
"10.11.2015 06:15:00";"2";"0";"70";"1,54";"8388608";"949590";"11,32";"0";"7";"64";"5";"5"
"10.11.2015 06:20:00";"2";"0";"71";"1,55";"8388608";"1005794";"11,99";"0";"8";"64";"5";"5"
"10.11.2015 06:25:00";"2";"0";"69";"1,5";"8388608";"865704";"10,32";"0";"7";"64";"5";"5"
"10.11.2015 06:30:00";"2";"0";"82";"1,79";"8388608";"1447035";"17,25";"0";"7";"64";"5";"5"
"10.11.2015 06:35:00";"2";"0";"73";"1,59";"8388608";"1245708";"14,85";"0";"7";"64";"5";"5"
"10.11.2015 06:40:00";"2";"0";"70";"1,54";"8388608";"1050254";"12,52";"0";"7";"64";"6";"6"
"10.11.2015 06:45:00";"2";"0";"72";"1,58";"8388608";"1150917";"13,72";"0";"7";"64";"5";"5"
"10.11.2015 06:50:00";"2";"0";"72";"1,57";"8388608";"1161822";"13,85";"0";"6";"64";"5";"5"
"10.11.2015 06:55:00";"2";"0";"69";"1,51";"8388608";"1067031";"12,72";"0";"8";"64";"5";"5"
"10.11.2015 07:00:00";"2";"0";"71";"1,56";"8388608";"1027604";"12,25";"0";"7";"64";"5";"5"
"10.11.2015 07:05:00";"2";"0";"72";"1,57";"8388608";"932813";"11,12";"0";"7";"64";"5";"5"
"10.11.2015 07:10:00";"2";"0";"69";"1,51";"8388608";"989017";"11,79";"0";"7";"64";"5";"5"
"10.11.2015 07:15:00";"2";"0";"71";"1,55";"8388608";"1123235";"13,39";"0";"7";"64";"5";"5"
"10.11.2015 07:20:00";"2";"0";"72";"1,57";"8388608";"1089680";"12,99";"0";"7";"64";"5";"5"
"10.11.2015 07:25:00";"2";"0";"69";"1,52";"8388608";"921908";"10,99";"0";"7";"64";"6";"6"
"10.11.2015 07:30:00";"2";"0";"81";"1,76";"8388608";"1106457";"13,19";"0";"7";"64";"5";"5"
"10.11.2015 07:35:00";"2";"0";"72";"1,57";"8388608";"938685";"11,19";"0";"8";"64";"5";"5"
"10.11.2015 07:40:00";"2";"0";"67";"1,48";"8388608";"1072903";"12,79";"0";"8";"64";"5";"5"
"10.11.2015 07:45:00";"2";"0";"71";"1,57";"8388608";"1039349";"12,39";"0";"8";"64";"5";"5"
"10.11.2015 07:50:00";"2";"0";"71";"1,55";"8388608";"905131";"10,79";"0";"8";"64";"5";"5"
"10.11.2015 07:55:00";"2";"0";"70";"1,52";"8388608";"1022571";"12,19";"0";"8";"64";"5";"5"
"10.11.2015 08:00:00";"2";"0";"71";"1,55";"8388608";"938685";"11,19";"0";"8";"64";"5";"5"
"10.11.2015 08:05:00";"2";"0";"72";"1,57";"8388608";"938685";"11,19";"0";"8";"64";"5";"5"
"10.11.2015 08:10:00";"2";"0";"69";"1,52";"8388608";"1005794";"11,99";"0";"8";"64";"6";"6"
"10.11.2015 08:15:00";"2";"0";"71";"1,56";"8388608";"955462";"11,39";"0";"8";"64";"5";"5"
"10.11.2015 08:20:00";"2";"0";"71";"1,56";"8388608";"1056126";"12,59";"0";"7";"64";"5";"5"
"10.11.2015 08:25:00";"2";"0";"70";"1,54";"8388608";"1207121";"14,39";"0";"8";"64";"5";"5"
"10.11.2015 08:30:00";"2";"0";"80";"1,75";"8388608";"1307784";"15,59";"0";"6";"64";"5";"5"
"10.11.2015 08:35:00";"2";"0";"71";"1,56";"8388608";"1072903";"12,79";"0";"7";"64";"5";"5"
"10.11.2015 08:40:00";"2";"0";"68";"1,49";"8388608";"921908";"10,99";"0";"6";"64";"5";"5"
"10.11.2015 08:45:00";"2";"0";"70";"1,54";"8388608";"955462";"11,39";"0";"7";"64";"5";"5"
"10.11.2015 08:50:00";"2";"0";"70";"1,55";"8388608";"905131";"10,79";"0";"7";"64";"5";"5"
"10.11.2015 08:55:00";"2";"0";"69";"1,52";"8388608";"1089680";"12,99";"0";"7";"64";"6";"6"
"10.11.2015 09:00:00";"2";"0";"70";"1,53";"8388608";"1056126";"12,59";"0";"8";"64";"5";"5"
"10.11.2015 09:05:00";"2";"0";"70";"1,55";"8388608";"1056126";"12,59";"0";"8";"64";"5";"5"
"10.11.2015 09:10:00";"2";"0";"67";"1,48";"8388608";"871576";"10,39";"0";"7";"64";"5";"5"
"10.11.2015 09:15:00";"2";"0";"69";"1,52";"8388608";"921908";"10,99";"0";"8";"64";"5";"5"
"10.11.2015 09:20:00";"2";"0";"70";"1,54";"8388608";"1089680";"12,99";"0";"6";"64";"5";"5"
"10.11.2015 09:25:00";"2";"0";"68";"1,5";"8388608";"888354";"10,59";"0";"7";"64";"5";"5"
"10.11.2015 09:30:00";"2";"0";"81";"1,76";"8388608";"1150917";"13,72";"0";"7";"64";"5";"5"
"10.11.2015 09:35:00";"2";"0";"72";"1,57";"8388608";"1190343";"14,19";"0";"7";"64";"5";"5"
"10.11.2015 09:40:00";"2";"0";"69";"1,52";"8388608";"1173566";"13,99";"0";"7";"64";"6";"6"
"10.11.2015 09:45:00";"2";"0";"72";"1,57";"8388608";"1123235";"13,39";"0";"8";"64";"5";"5"
"10.11.2015 09:50:00";"2";"0";"71";"1,55";"8388608";"972240";"11,59";"0";"7";"64";"5";"5"
"10.11.2015 09:55:00";"2";"0";"70";"1,54";"8388608";"1341338";"15,99";"0";"8";"64";"5";"5"
"10.11.2015 10:00:00";"2";"0";"71";"1,54";"8388608";"1056126";"12,59";"0";"8";"64";"5";"5"
"10.11.2015 10:05:00";"2";"0";"72";"1,58";"8388608";"972240";"11,59";"0";"8";"64";"5";"5"
"10.11.2015 10:10:00";"2";"0";"69";"1,51";"8388608";"1022571";"12,19";"0";"8";"64";"5";"5"
"10.11.2015 10:15:00";"2";"0";"71";"1,56";"8388608";"1156789";"13,79";"0";"8";"64";"5";"5"
"10.11.2015 10:20:00";"2";"0";"73";"1,59";"8388608";"1072903";"12,79";"0";"7";"64";"5";"5"
"10.11.2015 10:25:00";"2";"0";"70";"1,54";"8388608";"972240";"11,59";"0";"6";"64";"6";"6"
"10.11.2015 10:30:00";"2";"0";"79";"1,74";"8388608";"1134140";"13,52";"0";"7";"64";"5";"5"
"10.11.2015 10:35:00";"2";"0";"71";"1,55";"8388608";"1156789";"13,79";"0";"9";"64";"5";"5"
"10.11.2015 10:40:00";"2";"0";"67";"1,46";"8388608";"1005794";"11,99";"0";"8";"64";"5";"5"
"10.11.2015 10:45:00";"2";"0";"71";"1,56";"8388608";"972240";"11,59";"0";"9";"64";"5";"5"
"10.11.2015 10:50:00";"2";"0";"70";"1,54";"8388608";"938685";"11,19";"0";"8";"64";"5";"5"
"10.11.2015 10:55:00";"2";"0";"70";"1,53";"8388608";"1039349";"12,39";"0";"8";"64";"5";"5"
"10.11.2015 11:00:00";"2";"0";"70";"1,54";"8388608";"1022571";"12,19";"0";"8";"64";"5";"5"
"10.11.2015 11:05:00";"2";"0";"71";"1,56";"8388608";"770913";"9,19";"0";"8";"64";"5";"5"
"10.11.2015 11:10:00";"2";"0";"68";"1,5";"8388608";"1140012";"13,59";"0";"8";"64";"6";"6"
"10.11.2015 11:15:00";"2";"0";"70";"1,53";"8388608";"1106457";"13,19";"0";"8";"64";"5";"5"
"10.11.2015 11:20:00";"2";"0";"71";"1,56";"8388608";"1005794";"11,99";"0";"7";"64";"5";"5"
"10.11.2015 11:25:00";"2";"0";"68";"1,5";"8388608";"932813";"11,12";"0";"7";"64";"5";"5"
"10.11.2015 11:30:00";"2";"0";"81";"1,78";"8388608";"1257452";"14,99";"0";"7";"64";"6";"5"
"10.11.2015 11:35:00";"2";"0";"72";"1,58";"8388608";"1346372";"16,05";"0";"9";"64";"5";"5"
"10.11.2015 11:40:00";"2";"0";"69";"1,51";"8388608";"1140012";"13,59";"0";"9";"64";"5";"5"
"10.11.2015 11:45:00";"2";"0";"71";"1,57";"8388608";"1195377";"14,25";"0";"8";"64";"5";"5"
"10.11.2015 11:50:00";"2";"0";"72";"1,57";"8388608";"1022571";"12,19";"0";"8";"64";"5";"5"
"10.11.2015 11:55:00";"2";"0";"71";"1,55";"8388608";"1044382";"12,45";"0";"8";"64";"6";"6"
"10.11.2015 12:00:00";"2";"0";"71";"1,56";"8388608";"994050";"11,85";"0";"8";"64";"5";"5"
"10.11.2015 12:05:00";"2";"0";"72";"1,58";"8388608";"1156789";"13,79";"0";"9";"64";"5";"5"
"10.11.2015 12:10:00";"2";"0";"70";"1,53";"8388608";"932813";"11,12";"0";"8";"64";"5";"5"
"10.11.2015 12:15:00";"2";"0";"71";"1,56";"8388608";"1022571";"12,19";"0";"8";"64";"5";"5"
"10.11.2015 12:20:00";"2";"0";"71";"1,56";"8388608";"809501";"9,65";"0";"8";"64";"5";"5"
"10.11.2015 12:25:00";"2";"0";"69";"1,51";"8388608";"1027604";"12,25";"0";"8";"64";"5";"5"
"10.11.2015 12:30:00";"2";"0";"78";"1,72";"8388608";"1123235";"13,39";"0";"7";"64";"5";"5"
"10.11.2015 12:35:00";"2";"0";"72";"1,58";"8388608";"1056126";"12,59";"0";"7";"64";"5";"5"
"10.11.2015 12:40:00";"2";"0";"71";"1,56";"8388608";"989017";"11,79";"0";"7";"64";"6";"6"
"10.11.2015 12:45:00";"2";"0";"69";"1,52";"8388608";"1005794";"11,99";"0";"7";"64";"5";"5"
"10.11.2015 12:50:00";"2";"0";"71";"1,55";"8388608";"989017";"11,79";"0";"7";"64";"5";"5"
"10.11.2015 12:55:00";"2";"0";"70";"1,54";"8388608";"972240";"11,59";"0";"7";"64";"5";"5"
"10.11.2015 13:00:00";"2";"0";"71";"1,55";"8388608";"1083808";"12,92";"0";"7";"64";"5";"5"
"10.11.2015 13:05:00";"2";"0";"71";"1,56";"8388608";"1044382";"12,45";"0";"7";"64";"5";"5"
"10.11.2015 13:10:00";"2";"0";"68";"1,48";"8388608";"1145045";"13,65";"0";"7";"64";"5";"5"
"10.11.2015 13:15:00";"2";"0";"71";"1,57";"8388608";"859832";"10,25";"0";"7";"64";"5";"5"
"10.11.2015 13:20:00";"2";"0";"70";"1,54";"8388608";"1089680";"12,99";"0";"7";"64";"5";"5"
"10.11.2015 13:25:00";"2";"0";"71";"1,56";"8388608";"826278";"9,85";"0";"7";"64";"6";"6"
"10.11.2015 13:30:00";"2";"0";"80";"1,75";"8388608";"1167694";"13,92";"0";"7";"64";"5";"5"
"10.11.2015 13:35:00";"2";"0";"72";"1,57";"8388608";"1212154";"14,45";"0";"9";"64";"5";"5"
"10.11.2015 13:40:00";"2";"0";"67";"1,48";"8388608";"960496";"11,45";"0";"8";"64";"5";"5"
"10.11.2015 13:45:00";"2";"0";"72";"1,56";"8388608";"1083808";"12,92";"0";"8";"64";"5";"5"
"10.11.2015 13:50:00";"2";"0";"71";"1,55";"8388608";"1134140";"13,52";"0";"8";"64";"5";"5"
"10.11.2015 13:55:00";"2";"0";"71";"1,55";"8388608";"1005794";"11,99";"0";"8";"64";"5";"5"
"10.11.2015 14:00:00";"2";"0";"71";"1,56";"8388608";"1094713";"13,05";"0";"8";"64";"5";"5"
"10.11.2015 14:05:00";"2";"0";"71";"1,55";"8388608";"921908";"10,99";"0";"8";"64";"5";"5"
"10.11.2015 14:10:00";"2";"0";"70";"1,53";"8388608";"972240";"11,59";"0";"8";"64";"6";"6"
"10.11.2015 14:15:00";"2";"0";"70";"1,53";"8388608";"1128268";"13,45";"0";"9";"64";"5";"5"
"10.11.2015 14:20:00";"2";"0";"71";"1,56";"8388608";"1033476";"12,32";"0";"7";"64";"5";"5"
"10.11.2015 14:25:00";"2";"0";"70";"1,53";"8388608";"916036";"10,92";"0";"7";"64";"5";"5"
"10.11.2015 14:30:00";"2";"0";"80";"1,74";"8388608";"938685";"11,19";"0";"7";"64";"5";"5"
"10.11.2015 14:35:00";"2";"0";"71";"1,56";"8388608";"1150917";"13,72";"0";"8";"64";"5";"5"
"10.11.2015 14:40:00";"2";"0";"67";"1,48";"8388608";"1056126";"12,59";"0";"8";"64";"5";"5"
"10.11.2015 14:45:00";"2";"0";"72";"1,57";"8388608";"781818";"9,32";"0";"9";"64";"5";"5"
"10.11.2015 14:50:00";"2";"0";"71";"1,56";"8388608";"983145";"11,72";"0";"8";"64";"5";"5"
"10.11.2015 14:55:00";"2";"0";"71";"1,55";"8388608";"1296040";"15,45";"0";"9";"64";"6";"6"
"10.11.2015 15:00:00";"2";"0";"71";"1,55";"8388608";"1067031";"12,72";"0";"8";"64";"6";"5"
"10.11.2015 15:05:00";"2";"0";"71";"1,56";"8388608";"1128268";"13,45";"0";"8";"64";"5";"5"
"10.11.2015 15:10:00";"2";"0";"68";"1,48";"8388608";"1022571";"12,19";"0";"8";"64";"5";"5"
"10.11.2015 15:15:00";"2";"0";"69";"1,51";"8388608";"1022571";"12,19";"0";"8";"64";"5";"5"
"10.11.2015 15:20:00";"2";"0";"71";"1,55";"8388608";"888354";"10,59";"0";"7";"64";"5";"5"
"10.11.2015 15:25:00";"2";"0";"68";"1,49";"8388608";"943718";"11,25";"0";"7";"64";"5";"5"
"10.11.2015 15:30:00";"2";"0";"80";"1,76";"8388608";"1184471";"14,12";"0";"7";"64";"5";"5"
"10.11.2015 15:35:00";"2";"0";"70";"1,54";"8388608";"1156789";"13,79";"0";"9";"64";"5";"5"
"10.11.2015 15:40:00";"2";"0";"69";"1,5";"8388608";"972240";"11,59";"0";"8";"64";"6";"6"
"10.11.2015 15:45:00";"2";"0";"72";"1,57";"8388608";"955462";"11,39";"0";"9";"64";"5";"5"
"10.11.2015 15:50:00";"2";"0";"69";"1,51";"8388608";"994050";"11,85";"0";"7";"64";"5";"5"
"10.11.2015 15:55:00";"2";"0";"70";"1,53";"8388608";"804468";"9,59";"0";"7";"64";"5";"5"
"10.11.2015 16:00:00";"2";"0";"70";"1,53";"8388608";"1072903";"12,79";"0";"7";"64";"5";"5"
"10.11.2015 16:05:00";"2";"0";"70";"1,52";"8388608";"972240";"11,59";"0";"7";"64";"5";"5"
"10.11.2015 16:10:00";"2";"0";"67";"1,48";"8388608";"905131";"10,79";"0";"6";"64";"5";"5"
"10.11.2015 16:15:00";"2";"0";"70";"1,53";"8388608";"1134140";"13,52";"0";"7";"64";"5";"5"
"10.11.2015 16:20:00";"2";"0";"71";"1,56";"8388608";"977273";"11,65";"0";"8";"64";"5";"5"
"10.11.2015 16:25:00";"2";"0";"69";"1,51";"8388608";"1067031";"12,72";"0";"8";"64";"6";"6"
"10.11.2015 16:30:00";"2";"0";"80";"1,76";"8388608";"1094713";"13,05";"0";"7";"64";"5";"5"
"10.11.2015 16:35:00";"2";"0";"72";"1,58";"8388608";"1195377";"14,25";"0";"8";"64";"5";"5"
"10.11.2015 16:40:00";"2";"0";"68";"1,49";"8388608";"989017";"11,79";"0";"7";"64";"5";"5"
"10.11.2015 16:45:00";"2";"0";"71";"1,56";"8388608";"1128268";"13,45";"0";"8";"64";"5";"5"
"10.11.2015 16:50:00";"2";"0";"70";"1,54";"8388608";"1072903";"12,79";"0";"8";"64";"5";"5"
"10.11.2015 16:55:00";"2";"0";"70";"1,53";"8388608";"1022571";"12,19";"0";"8";"64";"5";"5"
"10.11.2015 17:00:00";"2";"0";"71";"1,56";"8388608";"949590";"11,32";"0";"7";"64";"5";"5"
"10.11.2015 17:05:00";"2";"0";"72";"1,58";"8388608";"770913";"9,19";"0";"7";"64";"5";"5"
"10.11.2015 17:10:00";"2";"0";"69";"1,5";"8388608";"848927";"10,12";"0";"7";"64";"6";"6"
"10.11.2015 17:15:00";"2";"0";"71";"1,56";"8388608";"899259";"10,72";"0";"7";"64";"5";"5"
"10.11.2015 17:20:00";"2";"0";"72";"1,57";"8388608";"910164";"10,85";"0";"8";"64";"5";"5"
"10.11.2015 17:25:00";"2";"0";"69";"1,52";"8388608";"1033476";"12,32";"0";"8";"64";"5";"5"
"10.11.2015 17:30:00";"2";"0";"81";"1,77";"8388608";"1106457";"13,19";"0";"7";"64";"5";"5"
"10.11.2015 17:35:00";"2";"0";"72";"1,57";"8388608";"1212154";"14,45";"0";"7";"64";"5";"5"
"10.11.2015 17:40:00";"2";"0";"69";"1,51";"8388608";"910164";"10,85";"0";"6";"64";"5";"5"
"10.11.2015 17:45:00";"2";"0";"71";"1,56";"8388608";"966368";"11,52";"0";"7";"64";"5";"5"
"10.11.2015 17:50:00";"2";"0";"70";"1,52";"8388608";"821245";"9,79";"0";"7";"64";"5";"5"
